Unnamed: 0,groupID,featureID,exonBaseMean,dispersion,stat,pvalue,padj,untreated,treated,log2fold_treated_untreated,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand,countData.PW1_2,countData.EDO_2,countData.PW1_1,countData.PW1_3,countData.EDO_3,countData.EDO_1,gene_id,is_significant
ENSG00000049246.14:E021,ENSG00000049246.14,E021,87.98905041316422,0.000902944264532,8350.318485804613,0.0,0.0,16.622897584886772,16.85986793950991,0.0414759015861205,chr1,7820467,7820640,174,+,135,82,98,133,47,65,ENSG00000049246,False
ENSG00000049246.14:E022,ENSG00000049246.14,E022,62.467971091670464,0.0017783914744904,6640.9725042586815,0.0,0.0,14.438335319653303,13.675206093609887,-0.1583973760174011,chr1,7826480,7826710,231,+,104,57,74,97,30,40,ENSG00000049246,False
ENSG00000049246.14:E023,ENSG00000049246.14,E023,182.205217613626,0.000387941646944,8456.73469472193,0.0,0.0,24.423199628047,22.707688703628293,-0.2165755811104137,chr1,7827118,7827815,698,+,288,118,220,296,111,127,ENSG00000049246,False
ENSG00000049246.14:E024,ENSG00000049246.14,E024,46.85148969142543,0.001046536943997,9061.158258223386,0.0,0.0,11.923570285489234,12.570996958580764,0.1538329498071098,chr1,7829834,7829836,3,+,69,37,49,69,32,38,ENSG00000049246,False
ENSG00000049246.14:E025,ENSG00000049246.14,E025,116.34993382745924,0.0008521420562412,7847.747763471522,0.0,0.0,18.75314384472693,19.593144221317743,0.1290009969659316,chr1,7829837,7829951,115,+,184,82,120,164,81,100,ENSG00000049246,False
ENSG00000049246.14:E026,ENSG00000049246.14,E026,77.5400309296302,0.0086856628137515,2160.144780849378,0.0,0.0,15.093527896524364,16.453322795024604,0.2523223729623929,chr1,7829952,7830005,54,+,127,50,72,103,59,74,ENSG00000049246,False
ENSG00000049246.14:E031,ENSG00000049246.14,E031,6.88246041388742,0.0140757158280831,2373.3635310640657,0.0,0.0,4.864973398514223,4.563678487762729,-0.1846968744513937,chr1,7845177,7845177,1,+,10,3,6,15,3,8,ENSG00000049246,False
ENSG00000049246.14:E030,ENSG00000049246.14,E030,233.58392609152324,0.0005195967808337,6692.69052458802,0.0,0.0,26.5952103956314,27.26067966129364,0.0741563489059453,chr1,7842672,7845176,2505,+,335,200,255,369,135,185,ENSG00000049246,False
ENSG00000049246.14:E029,ENSG00000049246.14,E029,78.86034083235197,0.000841659537655,8848.365303313365,0.0,0.0,16.009716514315414,15.521925364567153,-0.0905083609274024,chr1,7836999,7837149,151,+,115,65,94,130,40,59,ENSG00000049246,False
ENSG00000049246.14:E001,ENSG00000049246.14,E001,19.04473959843329,0.0377259104252144,930.6654862205088,8.101350430012418e-203,1.171892210501274e-202,7.876287732841405,7.5328294337613215,-0.1290712933949578,chr1,7784320,7784376,57,+,29,9,31,19,11,18,ENSG00000049246,False
ENSG00000049246.14:E002,ENSG00000049246.14,E002,1.8221512861640583,0.1298339732954745,438.50851818435245,6.012916078315536e-96,7.685857328388422e-96,2.9365151510151293,1.2172857296650648,-2.541446114018094,chr1,7784429,7784468,40,+,5,1,5,1,0,0,ENSG00000049246,True
