Unnamed: 0,groupID,featureID,exonBaseMean,dispersion,stat,pvalue,padj,untreated,treated,log2fold_treated_untreated,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand,countData.PW1_2,countData.EDO_2,countData.PW1_1,countData.PW1_3,countData.EDO_3,countData.EDO_1,gene_id,is_significant
ENSG00000177084.16:E033,ENSG00000177084.16,E033,38.84860498186893,0.0017690311247939,9046.32372269474,0.0,0.0,11.052709334709787,10.99458301741828,-0.0153167894353964,chr12,132668635,132668737,103,-,30,52,33,41,31,43,ENSG00000177084,False
ENSG00000177084.16:E049,ENSG00000177084.16,E049,28.75077920924164,0.0018551612390617,9130.430048881572,0.0,0.0,9.816003530875832,9.204274850756889,-0.1865938951820576,chr12,132681138,132681279,142,-,28,32,23,31,29,27,ENSG00000177084,False
ENSG00000177084.16:E034,ENSG00000177084.16,E034,88.11706913299497,0.0006493705895676,12625.315782457985,0.0,0.0,17.043407444370928,16.216226494972517,-0.1457469404085163,chr12,132668811,132668939,129,-,87,107,63,100,82,87,ENSG00000177084,False
ENSG00000177084.16:E035,ENSG00000177084.16,E035,90.14464961280008,0.0007041194174396,12200.391989475123,0.0,0.0,16.670077550673597,16.703685674708282,0.0059008186142799,chr12,132672215,132672322,108,-,82,110,60,97,91,92,ENSG00000177084,False
ENSG00000177084.16:E036,ENSG00000177084.16,E036,82.29069425510006,0.0009704298330353,10867.6653874945,0.0,0.0,14.96474351897973,16.533302800835116,0.2915590219345372,chr12,132672627,132672839,213,-,75,113,51,66,86,88,ENSG00000177084,False
ENSG00000177084.16:E037,ENSG00000177084.16,E037,78.58354388177682,0.0009306789799227,11095.481360750928,0.0,0.0,16.138152838570562,15.441646916004771,-0.1290535831071579,chr12,132673164,132673277,114,-,88,98,48,88,69,83,ENSG00000177084,False
ENSG00000177084.16:E038,ENSG00000177084.16,E038,66.1479244240463,0.0067205382362238,3339.0447872958143,0.0,0.0,14.98454232872652,14.058774965273898,-0.1861556218804381,chr12,132673575,132673707,133,-,78,78,36,80,64,64,ENSG00000177084,False
ENSG00000177084.16:E039,ENSG00000177084.16,E039,48.295585665450815,0.001158005458217,10925.409267687714,0.0,0.0,11.804562734299624,12.647250321635653,0.2006050669779275,chr12,132675398,132675517,120,-,43,66,26,50,45,56,ENSG00000177084,False
ENSG00000177084.16:E040,ENSG00000177084.16,E040,44.33439540622569,0.0040189269711071,5353.478198185378,0.0,0.0,11.050488392286724,12.254146035957774,0.300561766681267,chr12,132675735,132675820,86,-,34,72,28,42,39,46,ENSG00000177084,False
ENSG00000177084.16:E041,ENSG00000177084.16,E041,76.08911685470643,0.0007561178573019,12261.526160117692,0.0,0.0,15.080009608444698,15.59201505136545,0.0975939650495449,chr12,132676094,132676204,111,-,65,103,51,79,69,83,ENSG00000177084,False
ENSG00000177084.16:E042,ENSG00000177084.16,E042,74.06828325489226,0.000800016006685,12029.498596459049,0.0,0.0,15.30689578582394,15.044360397366688,-0.0505541783918195,chr12,132676546,132676653,108,-,75,84,53,73,72,81,ENSG00000177084,False
ENSG00000177084.16:E043,ENSG00000177084.16,E043,95.56694177661592,0.0021277682378616,6840.415115792315,0.0,0.0,17.07467232278205,17.178149288400846,0.0177162584573675,chr12,132677363,132677443,81,-,90,115,79,81,90,105,ENSG00000177084,False
ENSG00000177084.16:E044,ENSG00000177084.16,E044,94.93449444556752,0.0007886064612771,11502.227289754255,0.0,0.0,17.185765823002868,17.086261766120458,-0.0170268110535118,chr12,132677578,132677719,142,-,92,119,76,86,84,104,ENSG00000177084,False
ENSG00000177084.16:E045,ENSG00000177084.16,E045,74.36576754391785,0.0030932034848297,5730.515551847221,0.0,0.0,15.290709347946205,15.007536891139466,-0.0546213155175774,chr12,132679497,132679651,155,-,66,74,58,76,77,84,ENSG00000177084,False
ENSG00000177084.16:E046,ENSG00000177084.16,E046,42.03713708557021,0.0013136372180837,10484.061089810017,0.0,0.0,10.99404097066801,11.673486688015116,0.174258701557914,chr12,132679954,132680046,93,-,32,50,29,42,42,50,ENSG00000177084,False
ENSG00000177084.16:E047,ENSG00000177084.16,E047,26.01746405505433,0.0021870069023575,8414.762464103906,0.0,0.0,9.138690458597893,8.93693477646707,-0.0647063772674423,chr12,132680178,132680222,45,-,23,28,21,27,22,33,ENSG00000177084,False
ENSG00000177084.16:E048,ENSG00000177084.16,E048,30.0302043739786,0.0116176391926995,2582.2145508792755,0.0,0.0,10.150367351150663,9.398805233735771,-0.2231402306587622,chr12,132680607,132680687,81,-,28,30,29,30,21,41,ENSG00000177084,False
ENSG00000177084.16:E002,ENSG00000177084.16,E002,68.68471958424321,0.0179651694076252,1461.6598075815807,4.023513e-318,6.425166e-318,14.075005955925915,15.10253568421129,0.2057048868231845,chr12,132624690,132624810,121,-,69,111,41,60,46,86,ENSG00000177084,False
ENSG00000177084.16:E050,ENSG00000177084.16,E050,13.422910994715146,0.0325337890905509,1258.7465878279477,4.641425627692066e-274,7.151845886795286e-274,6.16523413652115,6.557004755719191,0.1781613281603018,chr12,132687254,132687328,75,-,14,15,11,7,18,11,ENSG00000177084,False
ENSG00000177084.16:E051,ENSG00000177084.16,E051,0.4321650113926159,0.0909301545258184,674.9612791189081,2.716567434312665e-147,3.709495359061273e-147,1.88436281873058,0.0506555357475519,-10.434710083318128,chr12,132687329,132687359,31,-,1,0,1,1,0,0,ENSG00000177084,True
