Unnamed: 0,groupID,featureID,exonBaseMean,dispersion,stat,pvalue,padj,untreated,treated,log2fold_treated_untreated,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand,countData.PW1_2,countData.EDO_2,countData.PW1_1,countData.PW1_3,countData.EDO_3,countData.EDO_1,gene_id,is_significant
ENSG00000197386.12:E042,ENSG00000197386.12,E042,176.62719156391316,0.0004383905408868,37639.913294461614,0.0,0.0,23.71633074384377,23.488071485919303,-0.0287623752274148,chr4,3204007,3204148,142,+,194,187,153,237,134,174,ENSG00000197386,False
ENSG00000197386.12:E043,ENSG00000197386.12,E043,205.74348736431315,0.0008462043978157,24453.789172986035,0.0,0.0,24.40746549536513,26.106066345642688,0.2009456407216054,chr4,3206496,3206675,180,+,197,229,185,236,161,226,ENSG00000197386,False
ENSG00000197386.12:E044,ENSG00000197386.12,E044,186.20835163127956,0.0008603200315904,24610.16382500165,0.0,0.0,23.056171192866287,25.1175027421111,0.2549786598104191,chr4,3206807,3206983,177,+,199,215,162,189,140,214,ENSG00000197386,False
ENSG00000197386.12:E045,ENSG00000197386.12,E045,160.1911977506588,0.0003823928351086,41167.06285946239,0.0,0.0,21.754833709629168,23.114502603650948,0.1797813295212948,chr4,3207281,3207357,77,+,179,176,134,176,123,180,ENSG00000197386,False
ENSG00000197386.12:E046,ENSG00000197386.12,E046,165.20877721674535,0.0003913374386718,40473.764140260726,0.0,0.0,22.733001706143483,22.83330034350749,0.0130661860967036,chr4,3208773,3208911,139,+,192,173,155,188,126,168,ENSG00000197386,False
ENSG00000197386.12:E047,ENSG00000197386.12,E047,129.88562681133178,0.009955688336209,3616.150949126366,0.0,0.0,20.1730545316278,20.280481483182285,0.0156710317886323,chr4,3209827,3209949,123,+,135,133,143,131,110,121,ENSG00000197386,False
ENSG00000197386.12:E048,ENSG00000197386.12,E048,191.46573833297185,0.0037337187323445,7847.113875303112,0.0,0.0,24.70103374961789,24.25071105065749,-0.0548417905254661,chr4,3211929,3212142,214,+,211,201,202,214,148,179,ENSG00000197386,False
ENSG00000197386.12:E049,ENSG00000197386.12,E049,191.040403341768,0.0004005394747889,39184.96871838768,0.0,0.0,24.193663907812635,24.672477711923392,0.0584074135520298,chr4,3212564,3212709,146,+,207,211,180,221,144,193,ENSG00000197386,False
ENSG00000197386.12:E050,ENSG00000197386.12,E050,178.90588592484792,0.0027864761473556,10214.419351523124,0.0,0.0,23.44580127512361,23.809847602856337,0.0458262972903602,chr4,3213958,3214135,178,+,177,185,178,210,146,177,ENSG00000197386,False
ENSG00000197386.12:E051,ENSG00000197386.12,E051,196.9587689490104,0.0005358929004304,32984.97698753494,0.0,0.0,24.507038128570656,25.002799031179396,0.0597385976166169,chr4,3215110,3215211,102,+,204,212,185,235,159,192,ENSG00000197386,False
ENSG00000197386.12:E052,ENSG00000197386.12,E052,172.29595822826462,0.0004263369622516,38374.85481414451,0.0,0.0,23.24278664279873,23.368211569766714,0.0159937553679112,chr4,3217765,3217952,188,+,191,196,157,212,125,169,ENSG00000197386,False
ENSG00000197386.12:E053,ENSG00000197386.12,E053,167.09954488918876,0.0018442288113391,14407.931469843625,0.0,0.0,22.27982347099368,23.571169312901706,0.1672834459476844,chr4,3220182,3220308,127,+,174,185,122,218,142,171,ENSG00000197386,False
ENSG00000197386.12:E054,ENSG00000197386.12,E054,140.0332101998415,0.0071705317932333,4772.966594141174,0.0,0.0,20.796645615976985,21.36839134165089,0.0801753193974228,chr4,3222387,3222487,101,+,158,144,95,196,124,137,ENSG00000197386,False
ENSG00000197386.12:E055,ENSG00000197386.12,E055,164.12292689526788,0.0004820005377258,36015.44202236435,0.0,0.0,22.988132473054264,22.553009196254976,-0.0567159069766827,chr4,3223406,3223560,155,+,197,158,134,217,135,162,ENSG00000197386,False
ENSG00000197386.12:E056,ENSG00000197386.12,E056,124.7450218231292,0.0013203451634942,19423.206415854536,0.0,0.0,20.415798976203263,19.23280206150736,-0.1759726015335916,chr4,3223992,3224131,140,+,143,113,130,155,102,113,ENSG00000197386,False
ENSG00000197386.12:E009,ENSG00000197386.12,E009,343.58304564928795,0.0001969222482246,50378.41802818966,0.0,0.0,32.44569020361888,32.46219101472934,0.0015517939506324,chr4,3121228,3121432,205,+,413,362,301,409,261,349,ENSG00000197386,False
ENSG00000197386.12:E010,ENSG00000197386.12,E010,114.47231366465437,0.0007117349108056,29756.58880643596,0.0,0.0,19.31958448259149,19.015701619516733,-0.0466745681770595,chr4,3122889,3122936,48,+,147,116,87,150,88,117,ENSG00000197386,False
ENSG00000197386.12:E011,ENSG00000197386.12,E011,146.8305289535606,0.0051918219596324,6263.529334230691,0.0,0.0,22.35031887712924,21.07749569066217,-0.1735858413631241,chr4,3125549,3125629,81,+,189,146,112,219,98,153,ENSG00000197386,False
ENSG00000197386.12:E012,ENSG00000197386.12,E012,358.578625415762,0.0009135211736148,20304.55127446112,0.0,0.0,33.86232806188423,32.64908902397568,-0.1116586328200188,chr4,3127264,3127604,341,+,451,366,294,486,259,359,ENSG00000197386,False
ENSG00000197386.12:E013,ENSG00000197386.12,E013,229.00511348191637,0.0003430814170475,41380.96697356655,0.0,0.0,27.06422608615821,26.47715490664251,-0.0657745042212605,chr4,3129924,3130047,124,+,270,233,192,306,181,220,ENSG00000197386,False
ENSG00000197386.12:E014,ENSG00000197386.12,E014,234.2844159173264,0.0002818212322352,45601.8368742754,0.0,0.0,27.437509235854066,26.69426056276725,-0.0824347353997989,chr4,3130305,3130423,119,+,276,229,207,307,174,242,ENSG00000197386,False
ENSG00000197386.12:E015,ENSG00000197386.12,E015,148.1362563869432,0.0032211786969934,9401.551517739135,0.0,0.0,22.203651866423314,21.35087043361196,-0.1159619701733589,chr4,3131286,3131397,112,+,174,151,125,211,94,163,ENSG00000197386,False
ENSG00000197386.12:E016,ENSG00000197386.12,E016,85.83590609654786,0.0006671959229784,31895.87276925665,0.0,0.0,17.538345420169122,15.685619137911914,-0.3270528611728256,chr4,3131638,3131775,138,+,116,72,82,117,61,84,ENSG00000197386,False
ENSG00000197386.12:E066,ENSG00000197386.12,E066,120.37949005410756,0.0030215729804418,10327.170343698575,0.0,0.0,20.57592537168188,18.59247786459585,-0.2986692507662161,chr4,3238818,3238978,161,+,152,124,136,145,79,104,ENSG00000197386,False
ENSG00000197386.12:E067,ENSG00000197386.12,E067,1277.9660715349362,0.0004424041971023,19289.37350009173,0.0,0.0,59.38106767261138,58.10483329224266,-0.0742567423275826,chr4,3239846,3243960,4115,+,1512,1312,1111,1670,995,1219,ENSG00000197386,False
ENSG00000197386.12:E001,ENSG00000197386.12,E001,171.5078309943866,0.0072543723138737,4470.958419197021,0.0,0.0,25.20527497015175,21.576770961743875,-0.4619998613143989,chr4,3074681,3075088,408,+,285,154,152,230,122,138,ENSG00000197386,False
